Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
172.16.0.1-192.168.10.50-50266-80-6,172.16.0.1,50266,192.168.10.50,80,6,7/7/2017 3:57,3982924,5,0,30,0,6,6,6,0,0,0,0,0,7.532154769,1.255359128,995731,1988797.723,3978927,3,3982924,995731,1988797.723,3978927,3,0,0,0,0,0,0,0,0,0,100,0,1.255359128,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50267-80-6,172.16.0.1,50267,192.168.10.50,80,6,7/7/2017 3:57,20541,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,566038.6544,340.7818509,3423.5,7096.92978,17896,146,19006,9503,12075.96961,18042,964,20395,6798.333333,10743.52965,19201,365,0,0,0,0,72,92,146.0493647,194.7324862,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50267-80-6,172.16.0.1,50267,192.168.10.50,80,6,7/7/2017 3:57,3981043,4,0,24,0,6,6,6,0,0,0,0,0,6.028570905,1.004761817,1327014.333,2295866.45,3978052,4,3981043,1327014.333,2295866.45,3978052,4,0,0,0,0,0,0,0,0,0,80,0,1.004761817,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50268-80-6,172.16.0.1,50268,192.168.10.50,80,6,7/7/2017 3:57,9661,3,7,26,11601,20,0,8.666666667,10.26320288,5840,0,1657.285714,1964.895647,1203498.603,1035.089535,1073.444444,2878.765061,8747,1,8840,4420,6249.409732,8839,1,9569,1594.833333,3544.971053,8829,44,0,0,0,0,72,152,310.5268606,724.5626747,0,5840,1057,1734.985821,3010175.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50269-80-6,172.16.0.1,50269,192.168.10.50,80,6,7/7/2017 3:57,9694,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,1199401.692,722.0961419,1615.666667,3497.761551,8752,2,8973,4486.5,6342.04072,8971,2,9475,3158.333333,5010.229669,8943,191,0,0,0,0,72,92,309.4697751,412.6263668,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50270-80-6,172.16.0.1,50270,192.168.10.50,80,6,7/7/2017 3:57,9695,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,1199277.978,928.3135637,1211.875,3048.041687,8748,4,8971,4485.5,6337.79808,8967,4,9476,1895.2,3840.692607,8761,48,0,0,0,0,72,132,309.4378546,618.8757091,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50271-80-6,172.16.0.1,50271,192.168.10.50,80,6,7/7/2017 3:57,3642870,4,0,24,0,6,6,6,0,0,0,0,0,6.588212042,1.09803534,1214290,2102378.913,3641908,2,3642870,1214290,2102378.913,3641908,2,0,0,0,0,0,0,0,0,0,80,0,1.09803534,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50272-80-6,172.16.0.1,50272,192.168.10.50,80,6,7/7/2017 3:57,337905,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,34409.07948,20.71588168,56317.5,129220.6317,319735,29,17962,8981,11357.54912,17012,950,337876,112625.3333,179583.5766,319735,157,0,0,0,0,72,92,8.878235007,11.83764668,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50272-80-6,172.16.0.1,50272,192.168.10.50,80,6,7/7/2017 3:57,3634503,4,0,24,0,6,6,6,0,0,0,0,0,6.603378784,1.100563131,1211501,2097733.504,3633755,220,3634503,1211501,2097733.504,3633755,220,0,0,0,0,0,0,0,0,0,80,0,1.100563131,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50273-80-6,172.16.0.1,50273,192.168.10.50,80,6,7/7/2017 3:57,352251,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2137.29708,33024.74656,28.38884773,39139,110655.6521,333847,1,18005,9002.5,11397.85421,17062,943,352200,58700,134985.9198,333847,1,0,0,0,0,72,152,8.516654318,19.87219341,0,5840,1057.545455,1853.437529,3435230.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50273-80-6,172.16.0.1,50273,192.168.10.50,80,6,7/7/2017 3:57,3630024,5,0,30,0,6,6,6,0,0,0,0,0,8.264408169,1.377401362,907506,1814298.004,3628953,231,3630024,907506,1814298.004,3628953,231,0,0,0,0,0,0,0,0,0,100,0,1.377401362,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50274-80-6,172.16.0.1,50274,192.168.10.50,80,6,7/7/2017 3:57,338246,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,34374.39024,26.60785346,42280.75,112325.0026,319892,46,18002,9001,11402.80395,17064,938,338147,67629.4,141231.1898,319892,46,0,0,0,0,72,132,8.869284485,17.73856897,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50274-80-6,172.16.0.1,50274,192.168.10.50,80,6,7/7/2017 3:57,3632551,4,0,24,0,6,6,6,0,0,0,0,0,6.606927198,1.101154533,1210850.333,2096613.444,3631811,222,3632551,1210850.333,2096613.444,3631811,222,0,0,0,0,0,0,0,0,0,80,0,1.101154533,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50275-80-6,172.16.0.1,50275,192.168.10.50,80,6,7/7/2017 3:57,354202,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,32825.9016,25.40922976,44275.25,117983.3641,335860,15,18007,9003.5,12663.57534,17958,49,354158,70831.6,148359.2596,335860,15,0,0,0,0,72,132,8.469743254,16.93948651,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50275-80-6,172.16.0.1,50275,192.168.10.50,80,6,7/7/2017 3:57,3628124,4,0,24,0,6,6,6,0,0,0,0,0,6.614988903,1.102498151,1209374.667,2094028.065,3627350,354,3628124,1209374.667,2094028.065,3627350,354,0,0,0,0,0,0,0,0,0,80,0,1.102498151,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50276-80-6,172.16.0.1,50276,192.168.10.50,80,6,7/7/2017 3:57,376082,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,30916.12999,23.93095123,47010.25,125674.493,357654,3,17999,8999.5,12722.97231,17996,3,376025,75205,158085.7554,357654,46,0,0,0,0,72,132,7.976983743,15.95396749,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50276-80-6,172.16.0.1,50276,192.168.10.50,80,6,7/7/2017 3:57,3605399,4,0,24,0,6,6,6,0,0,0,0,0,6.656683491,1.109447248,1201799.667,2080989.186,3604719,339,3605399,1201799.667,2080989.186,3604719,339,0,0,0,0,0,0,0,0,0,80,0,1.109447248,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50277-80-6,172.16.0.1,50277,192.168.10.50,80,6,7/7/2017 3:57,376334,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,30895.428,23.91492663,47041.75,125759.563,357898,4,18000,9000,12722.26521,17996,4,376244,75248.8,158197.9433,357898,15,0,0,0,0,72,132,7.971642211,15.94328442,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50277-80-6,172.16.0.1,50277,192.168.10.50,80,6,7/7/2017 3:57,3604387,4,0,24,0,6,6,6,0,0,0,0,0,6.658552481,1.109758747,1201462.333,2080352.948,3603647,273,3604387,1201462.333,2080352.948,3603647,273,0,0,0,0,0,0,0,0,0,80,0,1.109758747,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50278-80-6,172.16.0.1,50278,192.168.10.50,80,6,7/7/2017 3:57,355637,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,32693.44866,19.68299136,59272.83333,136390.7679,337349,88,17996,8998,11334.9217,17013,983,355549,118516.3333,189725.3952,337349,160,0,0,0,0,72,92,8.435567728,11.24742364,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50278-80-6,172.16.0.1,50278,192.168.10.50,80,6,7/7/2017 3:57,3624628,4,0,24,0,6,6,6,0,0,0,0,0,6.621369145,1.103561524,1208209.333,2091931.712,3623764,272,3624628,1208209.333,2091931.712,3623764,272,0,0,0,0,0,0,0,0,0,80,0,1.103561524,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50279-80-6,172.16.0.1,50279,192.168.10.50,80,6,7/7/2017 3:57,1177246,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1548.670905,9876.440438,8.49440134,130805.1111,390126.2695,1171132,2,5388,2694,3604.83037,5243,145,1177244,196207.3333,477618.2522,1171132,49,0,0,0,0,72,152,2.548320402,5.946080938,0,4380,1057,1460.382073,2132715.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50279-80-6,172.16.0.1,50279,192.168.10.50,80,6,7/7/2017 3:57,2785942,5,0,30,0,6,6,6,0,0,0,0,0,10.76835053,1.794725088,696485.5,1389644.034,2780950,4,2785942,696485.5,1389644.034,2780950,4,0,0,0,0,0,0,0,0,0,100,0,1.794725088,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50280-80-6,172.16.0.1,50280,192.168.10.50,80,6,7/7/2017 3:57,1177240,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,9876.490775,6.795555707,168177.1429,442339.1198,1171299,45,5519,2759.5,3479.67247,5220,299,1177190,294297.5,584673.0564,1171299,185,0,0,0,0,72,112,2.54833339,4.247222317,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50280-80-6,172.16.0.1,50280,192.168.10.50,80,6,7/7/2017 3:57,2783892,4,0,24,0,6,6,6,0,0,0,0,0,8.621024091,1.436837349,927964,1605563.467,2781909,979,2783892,927964,1605563.467,2781909,979,0,0,0,0,0,0,0,0,0,80,0,1.436837349,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50281-80-6,172.16.0.1,50281,192.168.10.50,80,6,7/7/2017 3:57,1179038,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,9861.429403,5.93704359,196506.3333,478443.839,1173117,51,5686,2843,3436.538957,5273,413,1178987,392995.6667,675610.5835,1173117,162,0,0,0,0,72,92,2.544447253,3.392596337,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50281-80-6,172.16.0.1,50281,192.168.10.50,80,6,7/7/2017 3:57,2778950,5,0,30,0,6,6,6,0,0,0,0,0,10.79544432,1.79924072,694737.5,1388150.412,2776963,3,2778950,694737.5,1388150.412,2776963,3,0,0,0,0,0,0,0,0,0,100,0,1.79924072,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50282-80-6,172.16.0.1,50282,192.168.10.50,80,6,7/7/2017 3:57,1177223,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9876.633399,7.64511057,147152.875,413814.1302,1171282,13,5417,2708.5,3291.582066,5036,381,1177173,235434.6,523159.6429,1171282,13,0,0,0,0,72,132,2.54837019,5.09674038,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50282-80-6,172.16.0.1,50282,192.168.10.50,80,6,7/7/2017 3:57,2782955,5,0,30,0,6,6,6,0,0,0,0,0,10.77990841,1.796651401,695738.75,1390151.147,2780965,1,2782955,695738.75,1390151.147,2780965,1,0,0,0,0,0,0,0,0,0,100,0,1.796651401,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50283-80-6,172.16.0.1,50283,192.168.10.50,80,6,7/7/2017 3:57,1177238,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,9876.507554,6.795567251,168176.8571,442267.0921,1171136,46,5386,2693,3442.195811,5127,259,1177143,294285.75,584571.7642,1171136,46,0,0,0,0,72,112,2.548337719,4.247229532,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50283-80-6,172.16.0.1,50283,192.168.10.50,80,6,7/7/2017 3:57,2782995,4,0,24,0,6,6,6,0,0,0,0,0,8.623802774,1.437300462,927665,1604160.341,2779989,3,2782995,927665,1604160.341,2779989,3,0,0,0,0,0,0,0,0,0,80,0,1.437300462,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50284-80-6,172.16.0.1,50284,192.168.10.50,80,6,7/7/2017 3:57,1177233,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9876.549502,5.9461466,196205.5,477749.7916,1171400,48,5595,2797.5,3372.192239,5182,413,1177123,392374.3333,674661.3068,1171400,190,0,0,0,0,72,92,2.548348543,3.397798057,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50284-80-6,172.16.0.1,50284,192.168.10.50,80,6,7/7/2017 3:57,2780889,4,0,24,0,6,6,6,0,0,0,0,0,8.630333681,1.438388947,926963,1604763.323,2779984,2,2780889,926963,1604763.323,2779984,2,0,0,0,0,0,0,0,0,0,80,0,1.438388947,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50285-80-6,172.16.0.1,50285,192.168.10.50,80,6,7/7/2017 3:57,1178362,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,9867.086685,6.789085188,168337.4286,443067.7299,1173115,48,4770,2385,2578.111324,4208,562,1178314,294578.5,585695.0677,1173115,185,0,0,0,0,72,112,2.545906945,4.243178242,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50285-80-6,172.16.0.1,50285,192.168.10.50,80,6,7/7/2017 3:57,2776964,5,0,30,0,6,6,6,0,0,0,0,0,10.8031649,1.800527483,694241,1387148.08,2774963,1,2776964,694241,1387148.08,2774963,1,0,0,0,0,0,0,0,0,0,100,0,1.800527483,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50286-80-6,172.16.0.1,50286,192.168.10.50,80,6,7/7/2017 3:57,1180340,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,9850.551536,7.624921633,147542.5,414987.8778,1174579,97,4819,2409.5,2826.305804,4408,411,1180243,236048.6,524658.1358,1174579,190,0,0,0,0,72,132,2.541640544,5.083281088,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50286-80-6,172.16.0.1,50286,192.168.10.50,80,6,7/7/2017 3:57,2774961,5,0,30,0,6,6,6,0,0,0,0,0,10.81096275,1.801827125,693740.25,1384582.546,2770613,1,2774961,693740.25,1384582.546,2770613,1,0,0,0,0,0,0,0,0,0,100,0,1.801827125,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50287-80-6,172.16.0.1,50287,192.168.10.50,80,6,7/7/2017 3:57,1180196,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,9851.753438,6.778535091,168599.4286,443683.4699,1174773,59,4813,2406.5,2765.494621,4362,451,1180137,295034.25,586496.4333,1174773,160,0,0,0,0,72,112,2.541950659,4.236584432,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50287-80-6,172.16.0.1,50287,192.168.10.50,80,6,7/7/2017 3:57,2773942,4,0,24,0,6,6,6,0,0,0,0,0,8.651947301,1.441991217,924647.3333,1599407.807,2771484,190,2773942,924647.3333,1599407.807,2771484,190,0,0,0,0,0,0,0,0,0,80,0,1.441991217,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50288-80-6,172.16.0.1,50288,192.168.10.50,80,6,7/7/2017 3:57,1310345,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8877.814621,6.868420149,163793.125,462870.5061,1309339,2,876,438,550.1290758,827,49,1310301,262060.2,585446.7573,1309339,2,0,0,0,0,72,132,2.289473383,4.578946766,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50288-80-6,172.16.0.1,50288,192.168.10.50,80,6,7/7/2017 3:57,2638091,4,0,24,0,6,6,6,0,0,0,0,0,9.097487539,1.516247923,879363.6667,1522426.19,2637310,242,2638091,879363.6667,1522426.19,2637310,242,0,0,0,0,0,0,0,0,0,80,0,1.516247923,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50289-80-6,172.16.0.1,50289,192.168.10.50,80,6,7/7/2017 3:57,1313458,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,8856.773494,6.090792397,187636.8571,495941.804,1312327,1,863,431.5,449.0128061,749,114,1313457,328364.25,655975.2924,1312327,2,0,0,0,0,72,112,2.284047149,3.806745248,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50289-80-6,172.16.0.1,50289,192.168.10.50,80,6,7/7/2017 3:57,2633582,4,0,24,0,6,6,6,0,0,0,0,0,9.113063501,1.518843917,877860.6667,1519827.241,2632806,358,2633582,877860.6667,1519827.241,2632806,358,0,0,0,0,0,0,0,0,0,80,0,1.518843917,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50290-80-6,172.16.0.1,50290,192.168.10.50,80,6,7/7/2017 3:57,1313027,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8859.680722,6.854390656,164128.375,463856.2881,1312114,3,813,406.5,347.1894296,652,161,1313008,262601.6,586695.3708,1312114,3,0,0,0,0,72,132,2.284796885,4.569593771,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50290-80-6,172.16.0.1,50290,192.168.10.50,80,6,7/7/2017 3:57,2634527,4,0,24,0,6,6,6,0,0,0,0,0,9.109794661,1.51829911,878175.6667,1520481.956,2633877,295,2634527,878175.6667,1520481.956,2633877,295,0,0,0,0,0,0,0,0,0,80,0,1.51829911,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50291-80-6,172.16.0.1,50291,192.168.10.50,80,6,7/7/2017 3:57,1562413,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7445.534567,5.760320735,195301.625,551876.8715,1561127,3,910,455,639.2245302,907,3,1562395,312479,698015.5631,1561127,3,0,0,0,0,72,132,1.920106912,3.840213823,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-50292-80-6,172.16.0.1,50292,192.168.10.50,80,6,7/7/2017 3:57,1548328,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7513.265923,5.812721852,193541,546904.7164,1547061,3,931,465.5,487.1965722,810,121,1548218,309643.6,691737.5116,1547061,3,0,0,0,0,72,132,1.937573951,3.875147901,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
